order_id,product_id,customer_id,price,quantity,discount,order_date,shipping_date,shipping_method,order_status
673510887,70433,61645,152.05,1,0.0,2023-05-11,2023-05-16,Overnight,Delivered
153992714,63401,59689,88.56,4,0.0,2024-04-17,2024-04-19,Two-Day,Shipped
993271900,71567,43065,210.38,4,0.0,2023-10-12,2023-10-19,Standard,Delivered
173678414,50681,95426,19.66,1,0.0,2023-08-18,2023-08-24,Express,Delivered
356135680,82564,72070,170.67,5,0.0,2024-09-28,2024-09-30,Overnight,Returned
496098177,82564,89415,155.74,1,0.0,2023-09-20,2023-09-27,Two-Day,Delivered
434961542,76338,98781,227.93,4,0.05,2024-08-15,2024-08-16,Express,Delivered
991819497,33822,41830,34.46,3,0.15,2024-08-29,2024-09-04,Standard,Processing
672030854,71567,96706,98.94,5,0.15,2023-02-12,2023-02-15,Two-Day,Delivered
626350075,54743,66822,240.59,4,0.15,2024-03-06,2024-03-13,Express,Shipped
660221300,33822,45400,157.82,5,0.05,2023-06-30,2023-07-06,Overnight,Shipped
446071904,64759,42177,209.38,1,0.0,2024-08-29,2024-09-01,Overnight,Delivered
755338677,33822,59674,90.74,4,0.0,2024-04-20,2024-04-25,Express,Shipped
956665975,63401,54608,77.12,5,0.15,2023-08-06,2023-08-09,Two-Day,Processing
305145276,54743,41635,182.82,4,0.1,2023-01-11,2023-01-16,Express,Returned
864334960,84337,68743,200.3,1,0.0,2024-05-02,2024-05-08,Express,Shipped
812921644,76338,58368,123.58,5,0.0,2023-09-07,2023-09-10,Overnight,Returned
477753674,22456,69473,75.02,3,0.0,2024-07-17,2024-07-20,Standard,Returned
228370927,22456,80236,238.21,2,0.0,2023-07-17,2023-07-20,Express,Returned
878017216,76338,78765,153.23,1,0.0,2024-05-10,2024-05-13,Two-Day,Delivered
424557359,70433,80010,40.38,1,0.0,2024-01-05,2024-01-07,Two-Day,Returned
908304440,84337,23446,219.45,5,0.0,2023-05-10,2023-05-16,Overnight,Shipped
297958983,70433,43092,235.86,4,0.0,2024-03-27,2024-03-30,Standard,Shipped
719571745,33822,99974,22.87,2,0.1,2024-05-18,2024-05-19,Two-Day,Delivered
699226355,50681,64548,155.52,5,0.0,2023-09-12,2023-09-13,Overnight,Shipped
731924051,71567,50026,146.47,1,0.1,2024-03-29,2024-04-01,Standard,Delivered
384161612,33822,20641,47.69,2,0.1,2024-10-02,2024-10-04,Standard,Delivered
583724666,22456,87832,122.78,1,0.0,2023-01-03,2023-01-07,Two-Day,Returned
587512424,54743,40595,231.74,5,0.15,2023-10-17,2023-10-23,Express,Shipped
341387305,33822,29528,228.02,2,0.0,2023-04-28,2023-05-03,Standard,Delivered
904187231,64759,84607,231.09,4,0.0,2023-11-11,2023-11-16,Overnight,Returned
532190231,63401,75597,139.6,4,0.0,2023-11-08,2023-11-14,Standard,Shipped
368830491,70433,21970,64.94,5,0.1,2023-11-27,2023-12-02,Standard,Returned
143198431,50681,32962,122.92,4,0.0,2023-10-03,2023-10-08,Express,Processing
974288855,84337,21959,122.8,4,0.0,2024-03-22,2024-03-28,Two-Day,Returned
272684373,30475,63955,176.48,3,0.15,2023-04-18,2023-04-25,Overnight,Processing
194553481,30475,43082,87.59,4,0.1,2023-02-07,2023-02-11,Standard,Returned
543721204,70433,34586,134.43,5,0.05,2024-07-09,2024-07-13,Overnight,Delivered
689720101,82564,47752,115.15,4,0.0,2023-07-28,2023-07-31,Standard,Returned
356943695,22456,30758,84.58,1,0.1,2024-09-15,2024-09-22,Overnight,Delivered
221827951,84337,25396,165.45,2,0.05,2023-08-19,2023-08-26,Two-Day,Processing
996278008,84337,71894,68.5,5,0.0,2023-10-07,2023-10-11,Overnight,Delivered
901325519,16606,27892,217.37,3,0.05,2024-09-05,2024-09-10,Two-Day,Processing
102754426,63401,49132,210.99,5,0.15,2023-10-01,2023-10-08,Overnight,Delivered
620057604,30475,53573,142.46,5,0.05,2024-04-02,2024-04-07,Overnight,Delivered
356415500,76338,60196,66.05,4,0.0,2023-07-13,2023-07-19,Two-Day,Returned
971243675,71567,60604,247.22,2,0.05,2024-04-29,2024-05-05,Standard,Delivered
456476596,64759,23154,219.81,4,0.0,2024-05-29,2024-06-03,Overnight,Delivered
803066091,82564,19807,122.68,3,0.0,2023-05-28,2023-06-01,Overnight,Returned
452794611,64759,98389,216.24,4,0.0,2023-03-24,2023-03-31,Overnight,Processing
173466219,72903,92727,174.26,3,0.0,2023-02-06,2023-02-11,Standard,Shipped
780481547,22456,23173,116.48,3,0.0,2023-04-11,2023-04-18,Standard,Delivered
484897084,30475,66450,44.94,5,0.05,2023-02-27,2023-03-02,Express,Delivered
754436820,64759,60140,158.73,2,0.05,2023-06-29,2023-06-30,Express,Delivered
372706093,84337,43466,170.04,4,0.0,2024-04-17,2024-04-23,Express,Delivered
730900313,63401,93746,240.89,3,0.05,2024-03-28,2024-03-31,Two-Day,Delivered
618840705,54743,41091,101.53,3,0.1,2024-01-29,2024-02-05,Two-Day,Returned
991246046,33822,61879,75.88,5,0.15,2023-10-30,2023-10-31,Standard,Processing
407298630,50681,40162,155.7,3,0.0,2024-05-23,2024-05-30,Express,Processing
911294971,22456,96400,173.41,2,0.15,2023-09-14,2023-09-20,Standard,Returned
431714152,50681,67779,18.01,3,0.15,2024-10-23,2024-10-24,Express,Delivered
902601465,71567,33021,58.19,5,0.0,2023-10-30,2023-11-02,Two-Day,Delivered
617380166,50681,48684,189.17,3,0.0,2023-09-21,2023-09-28,Overnight,Delivered
342251928,64759,98647,183.81,4,0.1,2023-05-25,2023-06-01,Two-Day,Delivered
383960237,96434,26199,119.15,3,0.1,2024-02-09,2024-02-10,Overnight,Returned
824600232,72903,71797,16.01,5,0.0,2024-01-16,2024-01-17,Express,Returned
984607950,84337,49608,165.82,1,0.0,2023-03-06,2023-03-12,Standard,Delivered
224683417,54743,40775,222.94,2,0.05,2023-11-08,2023-11-12,Overnight,Delivered
847843987,96434,64935,150.96,2,0.05,2024-11-17,2024-11-23,Standard,Shipped
400368694,70433,58566,62.14,4,0.0,2024-09-22,2024-09-26,Two-Day,Delivered
792377512,30475,17936,105.55,2,0.0,2024-01-12,2024-01-17,Overnight,Delivered
789024924,33822,88269,243.06,1,0.0,2024-11-09,2024-11-11,Express,Delivered
173669588,64759,82641,59.72,2,0.0,2024-08-01,2024-08-03,Two-Day,Delivered
397721596,64759,28964,247.01,5,0.0,2024-09-02,2024-09-03,Express,Delivered
127681228,82564,11947,95.98,2,0.1,2024-11-07,2024-11-14,Two-Day,Delivered
156263020,82564,65176,136.26,1,0.05,2023-06-28,2023-07-01,Overnight,Delivered
217095851,84337,76039,63.17,5,0.0,2024-06-09,2024-06-14,Two-Day,Shipped
165310776,84337,62640,112.31,1,0.05,2024-10-20,2024-10-21,Overnight,Delivered
753154389,82564,18609,40.29,5,0.15,2023-03-24,2023-03-27,Two-Day,Shipped
416644047,84337,76263,155.3,1,0.15,2024-09-03,2024-09-08,Standard,Returned
691991695,22456,38183,113.22,2,0.05,2024-10-28,2024-11-04,Two-Day,Shipped
883415470,54743,50966,112.42,3,0.0,2024-02-13,2024-02-17,Express,Returned
197951867,64759,21188,32.38,1,0.15,2024-04-30,2024-05-01,Two-Day,Delivered
729712082,96434,83620,89.12,1,0.05,2024-07-23,2024-07-24,Two-Day,Returned
874233009,70433,47700,154.1,3,0.0,2024-03-09,2024-03-16,Express,Delivered
340781088,64759,24184,94.03,5,0.0,2024-11-03,2024-11-07,Standard,Delivered
966747347,71567,83526,243.89,5,0.1,2024-08-10,2024-08-12,Standard,Processing
844609017,63401,13794,53.3,3,0.0,2024-11-04,2024-11-11,Two-Day,Delivered
253815116,76338,96159,106.19,2,0.15,2023-07-05,2023-07-12,Standard,Delivered
503935666,71567,69460,91.82,3,0.0,2024-06-27,2024-06-29,Two-Day,Processing
156488296,82564,30632,191.06,1,0.15,2024-09-02,2024-09-03,Standard,Delivered
555282394,84337,89570,116.09,3,0.0,2024-03-29,2024-04-04,Standard,Delivered
404133583,33822,98930,152.35,5,0.15,2024-03-16,2024-03-17,Two-Day,Delivered
743520276,70433,11007,59.06,2,0.0,2023-08-14,2023-08-18,Two-Day,Delivered
108299923,84337,66446,52.17,4,0.1,2023-12-02,2023-12-03,Express,Processing
817311263,50681,56421,27.3,1,0.05,2024-07-26,2024-08-02,Standard,Shipped
436146289,76338,66267,147.62,4,0.0,2023-03-21,2023-03-28,Standard,Shipped
284547422,50681,91018,120.42,3,0.0,2023-01-22,2023-01-25,Overnight,Delivered
732295732,71567,78676,28.88,3,0.15,2023-09-07,2023-09-11,Two-Day,Delivered
280531127,54743,76910,161.97,5,0.1,2023-12-08,2023-12-15,Express,Delivered
979339361,33822,29358,66.7,2,0.0,2023-12-26,2024-01-01,Express,Delivered
916274954,50681,95918,28.08,4,0.05,2024-09-08,2024-09-10,Overnight,Returned
782146375,76338,52363,217.42,3,0.0,2024-08-01,2024-08-07,Overnight,Delivered
777944609,63401,46002,151.94,3,0.1,2024-04-25,2024-04-29,Standard,Delivered
140380477,70433,58331,209.61,1,0.15,2024-04-17,2024-04-21,Standard,Processing
512834919,84337,86064,143.04,1,0.05,2024-08-31,2024-09-05,Express,Delivered
638339044,82564,18109,118.13,3,0.15,2024-09-11,2024-09-15,Standard,Processing
142028540,72903,67377,247.84,5,0.1,2024-10-23,2024-10-25,Express,Delivered
515985367,71567,54350,172.94,1,0.15,2024-01-17,2024-01-20,Two-Day,Delivered
699108439,33822,60667,78.2,5,0.0,2023-12-04,2023-12-05,Two-Day,Delivered
251857566,16606,55851,84.46,4,0.0,2024-08-19,2024-08-25,Standard,Delivered
790945624,50681,53054,205.16,5,0.0,2024-07-26,2024-07-30,Overnight,Processing
489336282,63401,33627,238.28,3,0.05,2024-01-06,2024-01-07,Express,Delivered
182855381,63401,23256,131.85,5,0.15,2023-05-21,2023-05-23,Standard,Returned
763606238,82564,88282,100.41,2,0.0,2023-12-11,2023-12-18,Express,Returned
541156077,30475,98652,182.7,4,0.1,2024-03-24,2024-03-25,Two-Day,Returned
673390109,72903,50562,241.74,4,0.0,2024-04-04,2024-04-06,Two-Day,Returned
595725097,50681,46932,196.75,5,0.1,2024-08-07,2024-08-11,Overnight,Delivered
749252434,82564,42768,22.52,4,0.0,2023-07-24,2023-07-31,Standard,Returned
233871736,63401,20993,193.15,3,0.05,2024-06-12,2024-06-19,Express,Shipped
976928440,84337,55820,233.31,4,0.0,2023-04-04,2023-04-06,Overnight,Processing
514642708,54743,59140,63.89,3,0.0,2024-01-18,2024-01-20,Two-Day,Delivered
408034406,16606,71925,177.06,2,0.15,2023-05-21,2023-05-22,Overnight,Shipped
185068029,70433,43544,61.76,2,0.1,2024-09-22,2024-09-23,Overnight,Delivered
423358638,54743,16258,67.23,5,0.05,2023-10-23,2023-10-25,Standard,Delivered
675583372,70433,92831,133.69,2,0.15,2024-05-26,2024-05-31,Express,Delivered
760146764,30475,41531,146.96,2,0.15,2024-03-15,2024-03-16,Standard,Processing
664852025,96434,76496,198.74,5,0.1,2024-01-05,2024-01-06,Standard,Shipped
782546314,71567,58929,70.88,1,0.0,2024-04-26,2024-04-27,Standard,Delivered
805560474,33822,23587,195.16,3,0.0,2023-09-04,2023-09-10,Standard,Delivered
973498494,33822,32949,209.29,4,0.15,2024-07-13,2024-07-16,Overnight,Returned
244796859,54743,69988,18.88,2,0.0,2023-07-06,2023-07-13,Express,Delivered
653388913,71567,81176,123.62,1,0.15,2023-11-20,2023-11-23,Express,Delivered
938422254,70433,95948,89.66,1,0.0,2024-01-01,2024-01-08,Overnight,Shipped
464037804,82564,75038,176.1,3,0.1,2024-03-26,2024-03-30,Two-Day,Delivered
562360908,76338,33652,140.91,3,0.0,2024-03-10,2024-03-11,Standard,Delivered
429097422,84337,88986,182.24,2,0.15,2024-11-07,2024-11-10,Overnight,Delivered
880411013,64759,56210,157.56,4,0.0,2024-04-02,2024-04-03,Standard,Delivered
536164913,30475,77251,202.26,2,0.0,2024-11-18,2024-11-24,Express,Processing
570484488,70433,26545,26.14,3,0.0,2024-11-25,2024-12-02,Overnight,Processing
264752975,33822,68972,237.72,3,0.05,2023-02-03,2023-02-08,Standard,Processing
494009507,71567,51207,165.89,2,0.0,2023-05-21,2023-05-26,Standard,Returned
655924752,71567,83619,38.26,3,0.15,2023-07-10,2023-07-14,Overnight,Delivered
845156039,16606,74382,58.04,2,0.0,2024-09-18,2024-09-21,Overnight,Delivered
970281936,33822,51889,170.28,1,0.1,2024-03-31,2024-04-01,Two-Day,Delivered
861888313,16606,93584,51.78,3,0.1,2023-06-11,2023-06-17,Express,Delivered
249117905,72903,74752,16.31,5,0.1,2023-07-25,2023-08-01,Two-Day,Shipped
757074545,16606,21300,25.78,4,0.15,2024-07-18,2024-07-20,Overnight,Processing
539625898,64759,85353,27.7,3,0.15,2024-02-25,2024-03-03,Standard,Shipped
655511084,30475,26821,220.71,5,0.15,2024-04-22,2024-04-28,Express,Delivered
159499094,64759,26274,134.34,3,0.0,2024-03-19,2024-03-24,Express,Delivered
657162259,16606,47230,213.02,3,0.0,2023-08-19,2023-08-22,Two-Day,Delivered
759737342,96434,22245,130.62,2,0.1,2024-10-02,2024-10-05,Express,Delivered
873773537,16606,89316,91.03,5,0.0,2024-11-05,2024-11-10,Standard,Delivered
927878967,76338,44688,166.27,5,0.05,2023-02-16,2023-02-22,Standard,Shipped
411032572,33822,49596,125.91,4,0.0,2024-10-04,2024-10-09,Overnight,Delivered
572022811,71567,73471,121.47,3,0.1,2023-03-03,2023-03-05,Express,Delivered
470838810,71567,27139,192.56,5,0.1,2023-11-23,2023-11-29,Standard,Delivered
231556899,63401,68929,69.5,1,0.0,2023-09-05,2023-09-09,Two-Day,Shipped
366578178,64759,30932,205.23,5,0.15,2024-09-22,2024-09-26,Two-Day,Delivered
652681586,84337,75373,220.98,4,0.0,2023-06-13,2023-06-17,Standard,Shipped
358480413,72903,86460,94.69,1,0.0,2024-06-01,2024-06-05,Overnight,Processing
605288784,63401,80345,11.96,1,0.05,2024-10-31,2024-11-06,Express,Delivered
532990767,30475,15930,106.14,5,0.1,2024-01-10,2024-01-17,Express,Delivered
178954113,71567,76093,118.09,5,0.0,2024-07-20,2024-07-23,Standard,Delivered
500718660,50681,54444,143.88,3,0.0,2023-04-10,2023-04-14,Express,Processing
636954564,70433,15938,19.34,3,0.05,2024-06-05,2024-06-09,Overnight,Delivered
250088694,30475,90356,86.45,4,0.1,2024-09-12,2024-09-17,Two-Day,Processing
989368954,96434,79774,127.56,5,0.0,2023-12-11,2023-12-16,Overnight,Delivered
823494111,54743,64596,150.09,1,0.1,2024-01-13,2024-01-16,Overnight,Delivered
933397627,76338,85711,64.61,1,0.1,2024-11-02,2024-11-09,Overnight,Delivered
874364174,76338,59832,45.47,2,0.0,2024-06-20,2024-06-26,Standard,Delivered
436824737,71567,29848,109.11,2,0.05,2023-01-20,2023-01-24,Overnight,Returned
248264937,96434,37176,144.61,4,0.1,2023-03-05,2023-03-11,Overnight,Delivered
672440825,30475,81601,95.03,3,0.1,2023-06-27,2023-07-01,Overnight,Delivered
699240979,63401,39473,235.96,3,0.0,2023-09-10,2023-09-13,Express,Returned
615185000,30475,83464,234.09,3,0.0,2024-05-15,2024-05-18,Standard,Processing
507693523,16606,61712,206.41,2,0.0,2024-11-23,2024-11-28,Standard,Delivered
574997731,33822,43612,189.36,2,0.0,2023-03-22,2023-03-25,Two-Day,Processing
217281149,76338,86917,67.43,1,0.15,2023-10-06,2023-10-08,Express,Returned
207586738,71567,53292,182.17,1,0.15,2023-08-27,2023-08-28,Express,Delivered
536913550,33822,72350,124.59,2,0.0,2024-07-17,2024-07-19,Two-Day,Delivered
925412179,54743,95498,147.79,5,0.15,2024-10-23,2024-10-24,Standard,Delivered
288751681,16606,14763,249.32,4,0.05,2024-03-03,2024-03-10,Express,Returned
109950544,63401,84443,154.67,3,0.0,2023-10-24,2023-10-25,Overnight,Returned
630334421,16606,27589,214.25,4,0.0,2024-07-10,2024-07-15,Express,Delivered
885033297,84337,94972,71.74,2,0.0,2023-12-05,2023-12-07,Two-Day,Delivered
913126162,72903,33002,156.63,4,0.05,2024-08-04,2024-08-10,Two-Day,Delivered
202418976,82564,28430,124.59,2,0.0,2024-02-15,2024-02-21,Two-Day,Shipped
909340042,63401,53204,82.47,5,0.0,2023-08-30,2023-09-03,Two-Day,Returned
353727962,70433,97528,38.37,3,0.0,2024-01-04,2024-01-10,Overnight,Returned
926610534,63401,25389,163.29,3,0.0,2024-05-29,2024-06-04,Express,Delivered
264481748,84337,89395,99.67,5,0.05,2023-05-17,2023-05-21,Express,Delivered
739750911,64759,20730,136.12,5,0.15,2024-11-27,2024-12-04,Two-Day,Delivered
166312199,64759,81781,226.69,2,0.1,2024-07-31,2024-08-01,Express,Delivered
658712474,84337,25235,173.27,5,0.05,2023-12-02,2023-12-09,Standard,Processing
159738492,84337,27294,133.18,4,0.1,2024-04-01,2024-04-08,Standard,Processing
966418765,63401,12853,105.03,1,0.15,2024-04-18,2024-04-24,Express,Processing
554941605,30475,18357,139.88,1,0.0,2023-03-16,2023-03-17,Overnight,Delivered
293253475,50681,27750,193.8,4,0.0,2023-10-21,2023-10-25,Overnight,Shipped
186167773,33822,96742,219.89,2,0.15,2024-01-22,2024-01-26,Two-Day,Delivered
522043490,96434,26691,184.69,2,0.0,2023-07-02,2023-07-07,Standard,Delivered
872121274,96434,65591,137.66,2,0.0,2024-04-19,2024-04-25,Overnight,Delivered
302379343,16606,24790,17.73,4,0.1,2023-06-08,2023-06-11,Standard,Delivered
208337018,76338,14400,117.15,1,0.0,2023-07-31,2023-08-01,Standard,Shipped
679562681,72903,17398,43.63,3,0.0,2024-03-25,2024-03-27,Two-Day,Processing
822125631,64759,52030,66.86,2,0.15,2024-09-04,2024-09-11,Express,Shipped
165452764,96434,87550,221.13,2,0.15,2023-11-04,2023-11-07,Overnight,Processing
469812603,33822,97994,101.48,5,0.0,2024-05-22,2024-05-23,Overnight,Shipped
504221050,82564,80507,123.64,2,0.0,2023-06-02,2023-06-05,Express,Shipped
543109075,71567,83044,137.2,4,0.0,2023-03-01,2023-03-06,Two-Day,Delivered
184901228,16606,68954,213.31,1,0.1,2023-12-05,2023-12-11,Express,Delivered
823349713,76338,89026,19.49,1,0.0,2023-10-02,2023-10-06,Express,Shipped
457517705,63401,12009,60.83,2,0.15,2023-08-02,2023-08-09,Standard,Returned
846923032,76338,36805,105.19,2,0.1,2024-05-05,2024-05-07,Two-Day,Delivered
673002461,33822,57088,84.02,3,0.1,2024-01-25,2024-01-29,Overnight,Shipped
875685667,84337,51973,229.44,3,0.0,2023-04-11,2023-04-18,Overnight,Delivered
337591250,22456,29126,13.89,5,0.1,2024-07-30,2024-08-06,Overnight,Delivered
454190155,72903,59786,146.75,2,0.05,2023-06-06,2023-06-08,Two-Day,Delivered
789014168,22456,74303,120.6,3,0.0,2024-05-15,2024-05-21,Express,Returned
297619784,16606,81058,247.68,1,0.1,2024-07-13,2024-07-17,Standard,Delivered
920702588,70433,64053,43.0,2,0.0,2024-11-15,2024-11-16,Express,Delivered
589636644,30475,17923,158.28,5,0.05,2023-08-12,2023-08-17,Overnight,Delivered
692322761,71567,11553,14.01,3,0.1,2023-01-07,2023-01-12,Two-Day,Delivered
849320474,33822,66436,203.48,2,0.0,2024-05-29,2024-06-05,Standard,Processing
306085476,76338,79003,70.58,3,0.0,2023-06-02,2023-06-04,Overnight,Delivered
592845076,76338,41877,247.66,2,0.0,2024-01-18,2024-01-22,Standard,Returned
134020981,54743,63120,101.02,5,0.05,2024-10-27,2024-11-03,Standard,Returned
284021712,54743,75517,212.88,3,0.1,2023-01-10,2023-01-16,Standard,Processing
327007332,16606,84289,124.12,1,0.0,2023-02-13,2023-02-15,Two-Day,Processing
135328023,82564,51220,13.76,2,0.1,2024-07-31,2024-08-06,Express,Returned
421346113,82564,83919,67.71,4,0.15,2024-02-12,2024-02-13,Two-Day,Shipped
840141559,22456,20279,130.19,3,0.0,2023-05-24,2023-05-31,Standard,Shipped
181623972,30475,89320,194.56,5,0.05,2023-08-26,2023-09-02,Two-Day,Delivered
941328406,84337,74304,64.75,5,0.05,2024-10-11,2024-10-14,Overnight,Delivered
809391059,71567,21232,195.32,3,0.0,2024-11-27,2024-12-02,Standard,Delivered
508021882,22456,93086,47.03,4,0.0,2023-10-02,2023-10-04,Two-Day,Delivered
430999662,84337,57175,192.72,1,0.0,2023-04-04,2023-04-05,Standard,Delivered
698058121,96434,77166,107.93,1,0.0,2024-03-17,2024-03-21,Two-Day,Processing
742144634,50681,52523,217.29,1,0.0,2023-04-06,2023-04-11,Overnight,Shipped
700797791,16606,41816,147.27,2,0.15,2023-03-28,2023-04-03,Overnight,Delivered
423337234,63401,74634,45.02,2,0.05,2023-05-23,2023-05-26,Two-Day,Shipped
940381893,54743,57333,70.41,2,0.15,2023-11-03,2023-11-07,Overnight,Processing
591625191,54743,27758,83.12,4,0.0,2024-09-23,2024-09-25,Overnight,Delivered
562370643,64759,95332,243.81,2,0.0,2024-03-26,2024-03-29,Two-Day,Processing
437351729,82564,62198,242.49,3,0.15,2023-07-25,2023-07-29,Overnight,Processing
503786306,63401,61502,97.6,5,0.0,2023-09-06,2023-09-09,Express,Returned
880839406,84337,37479,115.23,3,0.15,2024-07-17,2024-07-18,Standard,Shipped
249442440,33822,49692,68.09,2,0.15,2024-11-20,2024-11-24,Overnight,Shipped
742026586,84337,86315,106.19,5,0.15,2023-03-17,2023-03-21,Overnight,Processing
486041850,22456,80373,152.52,1,0.0,2023-02-07,2023-02-14,Express,Returned
278604592,33822,90304,20.63,4,0.0,2024-11-11,2024-11-14,Overnight,Delivered
377818215,72903,76935,189.24,5,0.1,2023-01-11,2023-01-12,Express,Shipped
597210335,50681,99070,151.26,5,0.0,2024-01-19,2024-01-23,Two-Day,Delivered
417217932,71567,21253,37.86,2,0.0,2024-05-09,2024-05-10,Two-Day,Delivered
322122096,96434,73298,93.59,1,0.05,2024-04-11,2024-04-18,Overnight,Delivered
147978060,50681,25084,15.42,3,0.15,2023-03-10,2023-03-13,Standard,Returned
361899532,96434,32865,142.46,3,0.1,2023-06-18,2023-06-24,Overnight,Shipped
534916368,33822,34176,54.73,4,0.05,2023-08-26,2023-09-02,Standard,Returned
582727494,76338,66302,103.32,2,0.0,2024-09-20,2024-09-22,Two-Day,Returned
209255425,50681,80371,54.87,3,0.0,2023-03-06,2023-03-11,Overnight,Delivered
625579419,96434,93769,85.22,4,0.1,2023-09-26,2023-10-02,Overnight,Processing
477940931,64759,70012,158.17,3,0.1,2023-04-27,2023-04-30,Standard,Returned
226552991,72903,50026,38.07,3,0.15,2023-05-18,2023-05-21,Express,Processing
740407346,82564,85340,102.09,2,0.05,2024-02-02,2024-02-06,Express,Processing
410133983,82564,34523,85.5,4,0.1,2023-06-20,2023-06-24,Standard,Delivered
246603034,72903,60324,241.32,5,0.15,2023-01-10,2023-01-14,Overnight,Shipped
